"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2007","2007","PC","Percentage","0","Units",,,3.6,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2008","2008","PC","Percentage","0","Units",,,3.3,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2009","2009","PC","Percentage","0","Units",,,3.5,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2010","2010","PC","Percentage","0","Units",,,3.5,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2011","2011","PC","Percentage","0","Units",,,3.3,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2012","2012","PC","Percentage","0","Units",,,2.6,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2013","2013","PC","Percentage","0","Units",,,2.5,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2014","2014","PC","Percentage","0","Units",,,1.6,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2015","2015","PC","Percentage","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2016","2016","PC","Percentage","0","Units",,,2,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2017","2017","PC","Percentage","0","Units",,,2.9,,
"LVA","Latvia","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2018","2018","PC","Percentage","0","Units",,,1.6,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1990","1990","PC","Percentage","0","Units",,,6.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1991","1991","PC","Percentage","0","Units",,,6.6,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1992","1992","PC","Percentage","0","Units",,,7.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1993","1993","PC","Percentage","0","Units",,,8.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1994","1994","PC","Percentage","0","Units",,,9,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1995","1995","PC","Percentage","0","Units",,,9.5,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1996","1996","PC","Percentage","0","Units",,,10.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1997","1997","PC","Percentage","0","Units",,,11,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1998","1998","PC","Percentage","0","Units",,,11.6,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1999","1999","PC","Percentage","0","Units",,,11.7,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2000","2000","PC","Percentage","0","Units",,,12.1,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2001","2001","PC","Percentage","0","Units",,,13.1,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,14.4,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,15.8,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,17.1,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,18.5,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2006","2006","PC","Percentage","0","Units",,,18.9,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2007","2007","PC","Percentage","0","Units",,,19.5,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2008","2008","PC","Percentage","0","Units",,,19.9,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2009","2009","PC","Percentage","0","Units",,,20.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2010","2010","PC","Percentage","0","Units",,,20.6,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2011","2011","PC","Percentage","0","Units",,,21.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,22.3,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,23.4,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,24.2,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,24.6,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,25,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,24.1,,
"POL","Poland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,26.4,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2004","2004","PC","Percentage","0","Units",,,85.1,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2005","2005","PC","Percentage","0","Units",,,84.5,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2006","2006","PC","Percentage","0","Units",,,84.6,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2007","2007","PC","Percentage","0","Units",,,85,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2008","2008","PC","Percentage","0","Units",,,86,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2009","2009","PC","Percentage","0","Units",,,87.3,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,87.1,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,87.2,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,86.5,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,85.7,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,85.9,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,86.7,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,86.4,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2017","2017","PC","Percentage","0","Units",,,85.7,,
"FIN","Finland","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2018","2018","PC","Percentage","0","Units",,,85,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2005","2005","PC","Percentage","0","Units",,,88.2,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2006","2006","PC","Percentage","0","Units",,,88.2,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2007","2007","PC","Percentage","0","Units",,,85.5,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2008","2008","PC","Percentage","0","Units",,,84.5,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2009","2009","PC","Percentage","0","Units",,,84.9,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2010","2010","PC","Percentage","0","Units",,,83,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2011","2011","PC","Percentage","0","Units",,,81.9,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2012","2012","PC","Percentage","0","Units",,,81.1,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2013","2013","PC","Percentage","0","Units",,,80.6,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2014","2014","PC","Percentage","0","Units",,,80.6,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2015","2015","PC","Percentage","0","Units",,,79.9,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2016","2016","PC","Percentage","0","Units",,,79.7,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2017","2017","PC","Percentage","0","Units",,,78.7,,
"MLT","Malta","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2018","2018","PC","Percentage","0","Units",,,77.9,,
"AUS","Australia","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2003","2003","PC","Percentage","0","Units",,,19.5,,
"AUS","Australia","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2006","2006","PC","Percentage","0","Units",,,18,,
"AUS","Australia","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2009","2009","PC","Percentage","0","Units",,,17.6,,
"AUS","Australia","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2012","2012","PC","Percentage","0","Units",,,18,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1990","1990","YR","Years","0","Units",,,27.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1991","1991","YR","Years","0","Units",,,27.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1992","1992","YR","Years","0","Units",,,27.3,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1993","1993","YR","Years","0","Units",,,27.3,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1994","1994","YR","Years","0","Units",,,27.5,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1995","1995","YR","Years","0","Units",,,27.7,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1996","1996","YR","Years","0","Units",,,27.8,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1997","1997","YR","Years","0","Units",,,27.9,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1998","1998","YR","Years","0","Units",,,28,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","1999","1999","YR","Years","0","Units",,,28.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2000","2000","YR","Years","0","Units",,,28.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2001","2001","YR","Years","0","Units",,,28.4,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2002","2002","YR","Years","0","Units",,,28.6,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2003","2003","YR","Years","0","Units",,,28.8,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2004","2004","YR","Years","0","Units",,,28.8,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2005","2005","YR","Years","0","Units",,,29,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2006","2006","YR","Years","0","Units",,,29.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2007","2007","YR","Years","0","Units",,,29.4,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2008","2008","YR","Years","0","Units",,,29.5,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2009","2009","YR","Years","0","Units",,,29.7,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2010","2010","YR","Years","0","Units",,,29.8,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2011","2011","YR","Years","0","Units",,,30,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,30.2,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,30.3,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,30.4,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,30.6,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,30.6,,
"AUT","Austria","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,30.7,,
"CHL","Chile","TOTAL","Total","FAM5A","Proportion (%) of children (aged 0-17) living with two parents","2002","2002","PC","Percentage","0","Units",,,69,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1990","1990","PC","Percentage","0","Units",,,24.5,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1991","1991","PC","Percentage","0","Units",,,26.4,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1992","1992","PC","Percentage","0","Units",,,27.7,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1993","1993","PC","Percentage","0","Units",,,28,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1994","1994","PC","Percentage","0","Units",,,28.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1995","1995","PC","Percentage","0","Units",,,29.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1996","1996","PC","Percentage","0","Units",,,31.9,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1997","1997","PC","Percentage","0","Units",,,32.7,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1998","1998","PC","Percentage","0","Units",,,33.6,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1999","1999","PC","Percentage","0","Units",,,35.4,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2000","2000","PC","Percentage","0","Units",,,37.1,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2001","2001","PC","Percentage","0","Units",,,39.4,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,40.2,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,42.5,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,44.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,46.7,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2006","2006","PC","Percentage","0","Units",,,47.2,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2007","2007","PC","Percentage","0","Units",,,50.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2008","2008","PC","Percentage","0","Units",,,52.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2009","2009","PC","Percentage","0","Units",,,53.6,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2010","2010","PC","Percentage","0","Units",,,55.7,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2011","2011","PC","Percentage","0","Units",,,56.8,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,57.6,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,58,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,58.3,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,57.9,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,58.6,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,57.5,,
"SVN","Slovenia","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,57.7,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1990","1990","YR","Years","0","Units",,,25.6,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1991","1991","YR","Years","0","Units",,,25.7,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1992","1992","YR","Years","0","Units",,,25.8,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1993","1993","YR","Years","0","Units",,,26,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1994","1994","YR","Years","0","Units",,,26.2,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1995","1995","YR","Years","0","Units",,,26.3,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1996","1996","YR","Years","0","Units",,,26.5,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1997","1997","YR","Years","0","Units",,,26.6,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1998","1998","YR","Years","0","Units",,,26.8,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","1999","1999","YR","Years","0","Units",,,27,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2000","2000","YR","Years","0","Units",,,27.3,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2001","2001","YR","Years","0","Units",,,27.6,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2002","2002","YR","Years","0","Units",,,27.8,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2003","2003","YR","Years","0","Units",,,28,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2004","2004","YR","Years","0","Units",,,28.2,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2005","2005","YR","Years","0","Units",,,28.4,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2006","2006","YR","Years","0","Units",,,28.7,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2007","2007","YR","Years","0","Units",,,28.8,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2008","2008","YR","Years","0","Units",,,28.9,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2009","2009","YR","Years","0","Units",,,29.1,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2010","2010","YR","Years","0","Units",,,29.3,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2011","2011","YR","Years","0","Units",,,29.4,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,29.4,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,29.5,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,29.5,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,29.6,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,29.6,,
"HUN","Hungary","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,29.8,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1990","1990","_1000","Per thousand","0","Units",,,5.8,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1991","1991","_1000","Per thousand","0","Units",,,6.4,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1992","1992","_1000","Per thousand","0","Units",,,4.7,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1993","1993","_1000","Per thousand","0","Units",,,5.9,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1994","1994","_1000","Per thousand","0","Units",,,5.4,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1995","1995","_1000","Per thousand","0","Units",,,6.1,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1996","1996","_1000","Per thousand","0","Units",,,4.3,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1997","1997","_1000","Per thousand","0","Units",,,5.6,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1998","1998","_1000","Per thousand","0","Units",,,5.1,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1999","1999","_1000","Per thousand","0","Units",,,5.6,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,4.5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,5.3,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,5.3,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,5.5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,4.6,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,5.5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,5.2,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,5.5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,4.8,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,5.3,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,5.1,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,4.5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,4.7,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,4.9,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,5,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,4.6,,
"GRC","Greece","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,4.7,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2003","2003","PC","Percentage","0","Units",,,17.7,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2004","2004","PC","Percentage","0","Units",,,16.3,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2005","2005","PC","Percentage","0","Units",,,17.2,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2006","2006","PC","Percentage","0","Units",,,19.9,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2007","2007","PC","Percentage","0","Units",,,20.6,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2008","2008","PC","Percentage","0","Units",,,17.4,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2009","2009","PC","Percentage","0","Units",,,19.5,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2010","2010","PC","Percentage","0","Units",,,20.6,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2011","2011","PC","Percentage","0","Units",,,18.2,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2012","2012","PC","Percentage","0","Units",,,16.8,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2013","2013","PC","Percentage","0","Units",,,18.2,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2014","2014","PC","Percentage","0","Units",,,15.9,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2015","2015","PC","Percentage","0","Units",,,19.8,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2016","2016","PC","Percentage","0","Units",,,21.6,,
"NOR","Norway","TOTAL","Total","FAM5B","Proportion (%) of children (aged 0-17) living with a single parent","2017","2017","PC","Percentage","0","Units",,,20.8,,
